Sentiment,Customer Review,corpus
Negative,"barang sampai ada yg pecah, bekas di tambal..",barang pecah bekas tambal
Negative,Lambat,lambat
Negative,bahan tipis. penyok2 karena packing yg ga jelas.. padahal udah sengaja peser kerdus.. ternyata di kirim cuma selembar dan ga guna.,bahan tipis penyok2 packing sengaja peser kardus nyata kirim lembar
Negative,Lacinya sering macet tidak terbuka otomatis,laci macet buka otomatis
Negative,"sangat sangat mengecewakan gak bisa di cas powerbank. Dan kata nya garansi malah ongkos kirim kita di suruh tanggung sendiri. Ya rugi parah lah ongkir dari Batam itu kesitu 35 belum lagi kenak pajak 30,%. Ditanya solusi lain gak respon",kecewa cas powerbank nya garansi ongkos kirim suruh tanggung rugi parah ongkos kirim batam kesitu 35 nak pajak 30 solusi respon
Negative,"KURANG TELITI, SAYA PESAN HITAM 1 DAN MERAH 1 YG DIKIRIM HITAM SEMUA",teliti pesan hitam 1 merah 1 kirim hitam
Negative,balonnya kecil sekali ga sesuai gambar..ga bagus kualitas..ketipu dr gambar nya..kecewa,balon sesuai gambarga bagus kualitasketipu gambar nyakecewa
Negative,Suaranya gk bs bersih. Ada noise. Hasilnya lebih bagus ngerekam pakai headset iphone drpd pakai ini.,suara bersih noise hasil bagus ngerekam pakai headset iphone pakai
Negative,"Saya sudah tulis motif iron cement, tapi ternyata ga ke save. Penjual ga tanya motif dulu, malah langsung kirim motif acak. ??",tulis motif iron cement nyata save jual motif langsung kirim motif acak
Negative,"Saya pesan yg putih biasa, kenapa di kirim yg ini, tidak sesuai",pesan putih kirim sesuai
Negative,"Packing terlalu padet, liquid bocor banyak",packing padat liquid bocor
Negative,"barang tidak ada, komplain tidak direspon...pelajaran buat yg beli disini cek hati2 saat datang",barang komplain diresponpelajaran beli cek hati hati
Negative,Baru pake sekali per nya lepas2 terus ampas,pakai nya lepas2 ampas
Negative,harga cuma 50rb kurang barang 2pcs tp alasan trlalu byk ga mau ganti.. toko ini kurang ajar,harga puluh ribu barang 2pcs alas ganti toko ajar
Negative,Kecewa pesanan sama barang yang dikirim tidak sesuai,kecewa pesan barang kirim sesuai
Negative,Sudah pake rutin 1 bulan g ada hasil. Payah,pakai rutin 1 hasil payah
Negative,kaca malah jadi buram. cairan ini baunya seperti porstex. hati hati dalam membeli,kaca buram cair bau porstex hati hati beli
Negative,barang ga pernah sampe.. katanya dikirim nyusul tapi ditanya no resi ga dikasih2..,barang kirim susul no resi dikasih2
Negative,"Saya kecewa, di tunggu tidak ada respon yg baik dari penjual nya,",kecewa tunggu respon jual nya
Negative,sangat mengecewakan... mengira dapat bonus ternyata zonk gara2 penawaran paksa ektra shipping.... hati2 guys sama jebakan free ongkir ini yg ternyata menghilangkan menghapu bonus...,kecewa ira bonus nyata apes gara gara tawar paksa ektra angkut hati hati guys jebak free ongkos kirim nyata hilang menghapu bonus
Negative,kecewa ...minta ganti alamat mlh gk bisa,kecewa ganti alamat
Negative,Kali ini dimsum nya hancur,kali dimsum nya hancur
Negative,"KALI INI BELANJA DISINI SANGAT MENGECEWAKAN!!! FREE ONGKIR, BIASANYA DIKIRIM DNG SI CEPAT REGULER. Tapi KALI INI DIKIRIMNYA DENGAN SI CEPAT HALU !!!KARDUS PENYOK,TERBUKA, BERANTAKAN !!!! SANGAT BURUK DAN JENIS DELIVERY TIDAK SESUAI DENGAN YG ADA DIAPLIKASI !!!",kali belanja kecewa free ongkos kirim kirim sih cepat reguler kali kirim sih cepat halu kardus penyokterbuka beranta buruk jenis delivery sesuai aplikasi
Negative,pengiriman lamaaaaaaaaaaa banget hampir seminggu,kirim banget minggu
Negative,GA DIKASIH ADAPTOR GEPENG NYA. KETIPU SAYA,kasih adaptor gepeng nya tipu
Negative,ga sesuai ama yg di fhoto pas nyampe lilunnya kecil. buanged ukurannya,sesuai foto pas lilunnya buanged ukur
Negative,Bahan nya panas dan kegedean banget gak sesuai dengan berat Negativean yg d estimasikan,bahan nya panas gede banget sesuai berat negativean estimasi
Negative,keras gak ada rasa,keras
Negative,Ampas,ampas
Negative,"lain kali sebelum kirim barang di cek dulu.. berfungsi atau tidak.. pertama dinamo ny tidak ada yaa walaupun seller kirim dinamo nya tapii tetep tidak berfungsi motor nya.. lampu, musik, tombol, dan mesin ny gk nyala.. udh di ces berhari ttep ajh gk mau nyala..",kali kirim barang cek fungsi dinamo nya seller kirim dinamo nya fungsi motor nya lampu musik tombol mesin nya nyala ces nyala
Negative,JELEK BARU DICOBA 2KALI UDAH RUSAK. . GIGINYA GA BISA DI PENCET LAGI,jelek coba 2kali rusak gigi pencet
Negative,"Yg sebelah kanan ga bisa pas di telinga, udh dicoba 4 org,,hasilx sama ga bisa pas jadi dengarx ga maksimal",belah kanan pas telinga coba 4 orghasilx pas dengarx maksimal
Negative,nggak bisa jalan kereta nya.. anakqu jadi kecewa,jalan kereta nya anakqu kecewa
Negative,Baru pakai sekali langsung koyak... bahan tipis... pengiriman lama.. chat ga pernah di bls.. ga recommended...,pakai langsung koyak bahan tipis kirim chat balas recommended
Negative,"Ga tau dmn kendalanya, tp barangnya sampe ke rumah lama bgt. Molor 2hr dr estimasi sampai.",tau kendala barang rumah banget molor 2hr estimasi
Negative,Saat diterima kotak sudah kebuka. Ada 1 botol yang gak ada tutupnya,terima kotak buka 1 botol tutup
Negative,"Pelayanan sangat2 buruk sekali, sangat tdk menghargai customer jd males belanja lg disini",layan buruk harga customer malas belanja
Negative,"order dari tgl 26 Nov, baru sampai tgl 05 Dec ?? padahal order dari official store.. itupun setelah kemarin saya follow up sendiri ke ekspedisinya karena status Di toped Masih menunggu pick up paket sampai pun tidak dipacking dengan aman, hanya selembar plastik & basah kena hujan.. kapok ga berani lagi belanja disini??melulu ??, dichat ke penjual, yang balas sistem dan hanya info masih menunggu pick up.",order tanggal 26 november tanggal 05 dec order official store kemarin follow up ekspedisi status toped tunggu pick up paket bungkus aman lembar plastik basah kena hujan kapok berani belanja disinimelulu dichat jual balas sistem info tunggu pick up
Negative,Sablonan kurang bagus. Pas di cuci ancur sablonannya,sablon bagus pas cuci hancur sablon
Negative,kardus bekas pk bayar..,kardus bekas bayar
Negative,Pesen ini tp stok habis kecewa,pesan stok habis kecewa
Negative,ternyata tipis bahannya,nyata tipis bahan
Negative,warnanya ga sesuai photo di deskripsi warna sepatu di deskripsi aga' crem yang dateng abu2x gelap,warna sesuai photo deskripsi warna sepatu deskripsi aga crem abu2x gelap
Negative,hancur patah patah semua,hancur patah patah
Negative,"Seperti biasa, pengiriman Dan pelayanan LAMA! Pdhl officiall store!????",kirim layan officiall store
Negative,"Rasanya ngadi2 sumpah, kayak pake saos sambel ?? kyk gapake gochujang & gochugaru. Yang biasa makan kimchi asli korea pasti gaakan suka. Pengiriman super lelet pesen hr rabu br dtg hari minggu gils.",ngadi2 sumpah kayak pakai saos sambal kayak pakai gochujang gochugaru makan kimchi asli korea gaakan suka kirim super lelet pesan rabu minggu gila
Negative,packing berantakan ada yg bocir tumpah semua,packing beranta bocir tumpah
Negative,"Baru kali ini beli di toped pelayanan mengecewakan sekali, jasa pengiriman diganti tanpa pemberitahuan, dan akhirnya pengiriman telat. Payah.",kali beli toped layan kecewa jasa kirim ganti pemberitahuan kirim telat payah
Negative,"payah yang dikirim kecil2, diterima byk mati sengaja pilih official dan harga mahal tau gitu pilih yang 2500 aj di toko lain, sama aja hasilnya",payah kirim kecil2 terima mati sengaja pilih official harga mahal tau pilih 2500 toko hasil
Negative,kecewa kaca lampu yang kecil nya ga ad satu.......,kecewa kaca lampu nya
Negative,"barang datang, bungkus plastik segel kantong kopi nya udh terbuka semua, tidak ada aroma kopi sama sekali, kecewa!!",barang bungkus plastik segel kantong kopi nya buka aroma kopi kecewa
Negative,barang rusak di kirim,barang rusak kirim
Negative,sambungannya tidak rapih..,sambung rapi
Negative,barang bagus ..tapi sangat mengecewakan sekali pesan 2 rok hanya di kirim 1 yg 1 lg entah kemana .gk ada responnya lg .yg jelas tidak ada etika baik buat buat ngirim rok sy yg 1 lg ..main curang sy merasa di tipu .dan sy sangat sangat kecewa. saran sy barang bagus tolong imbangin dengan kejujuran biar berkah..salam jujur jngan main curang,barang bagus kecewa pesan 2 rok kirim 1 1 responnya etika kirim rok 1 main curang tipu kecewa saran barang bagus imbangin jujur biar berkahsalam jujur main curang
Negative,saya sangat kecewa belanja di toko ini. respon penjual cuek. tanggapan lama. begitu datang barang tumpah basah. satu minggu baru datang. tidak tau di kirim nya lama atau di pengiriman nya lama.,kecewa belanja toko respon jual cuek tanggap barang tumpah basah minggu tau kirim nya kirim nya
Negative,"ini mah bukan pvc,bahanny tipis banget pu jg tipis tapi ga setipis ini, bikin rugi w aja dicutting melenceng mulu ,mending mesin w xiomi ini graphtec yg puluhan juta bener  kage beres nih toko sampah",pvcbahanny tipis banget tipis setip bikin rugi gue dicutting lenceng mulu mending mesin gue xiomi graphtec puluh juta kage beres nih toko sampah
Negative,Kotak tidak dapat dirakit. Bahan terlalu tipis. Dan ada bagian yang patah ketika diterima krn packing tdk baik. Saya tdk komplain krn unt un boxing barang murah hanya wasting time. Bulan ini saya belanja 20 item. Tiap barang un boxing waduh repot.,kotak rakit bahan tipis patah terima packing komplain uji nasional boxing barang murah wasting time belanja 20 hitam barang uji nasional boxing repot
Negative,"memang lebih murah dari yang lain, tapi rata2 udah ngga fresh lagi :(",murah fresh
Negative,"Pesan hijau, yg dtg hitam??!!! ??",pesan hijau hitam
Negative,ternyata tdk seampuh iklannya... noda panci msh tetap ada,nyata ampuh iklan noda panci
Negative,mengecewakan,kecewa
Negative,respon cepat packing rapih  kecewa 2 lubang teflonnya ngelupas,respon cepat packing rapi kecewa 2 lubang teflonnya ngelupas
Negative,"Cover buku gak bagus, lem nya kualitas buruk sehingga cover dengan bukunya lepas, kualitas tulisan seperti fotokopi. Tidak rekomended untuk beli di sini...",cover buku bagus lem nya kualitas buruk cover buku lepas kualitas tulis fotokopi rekomended beli
Negative,"Kayaknya dapat yg baterai yg jelek atau drop .. males kirim balik, tp masih bisa digunakan, cuma setiap kali jalan harus setting tanggal dan jam mulu .. tombol charge juga warna merah gak pernah nyala",kayak baterai jelek drop malas kirim kali jalan setting tanggal jam mulu tombol charge warna merah nyala
Negative,"mengecewakan, barang tdk sesuai dgn yg ditawarkan, ada cacat (berlubang) dan buatan kasar.",kecewa barang sesuai tawar cacat lubang kasar
Negative,"Sangat mengecewakan, hipseat dan baby carrier tidak bisa disambung karena tidak ada safety lock antara hipseat dan baby carrier dan hood pelindung kepala bayi tidak tersedia. Semoga kedepannya deskrepsikan produk apa adanya, sehingga konsumen mengerti dan paham produck yg anda jual",kecewa hipseat baby carrier sambung safety lock hipseat baby carrier hood lindung kepala bayi sedia moga deskrepsikan produk konsumen erti paham produck jual
Negative,"Barang tidak sesuai, dikasih masker yang lebih murah hrganya.",barang sesuai kasih masker murah hrganya
Negative,Barang diterima dengan baik. Tapi sayang baterenya uda soak,barang terima sayang baterenya soak
Negative,Kecewa robot nya lemot kyaxnya ini yg kw ny  ga lagi dah blanja disini,kecewa robot nya lot kyaxnya kw nya blanja
Negative,"Karung baru bkn bekas,tipis... ga sesuai gambar.... kapok belanja lg",karung bekastipis sesuai gambar kapok belanja
Negative,"mengecewakan tidak sesuai diskripsi panjangnya ternyata 30cm, di diskripsi 38-40cm, pesan 3 ps semuanya panjangnya 30 cm, ajuin komplain malah rugi di ongkir. Sial deh ??",kecewa sesuai skripsi nyata 30cm skripsi 3840cm pesan 3 play station 30 ajuin komplain rugi ongkos kirim sial deh
Negative,cepat pwngirima..tp sayanng beli 6 buku tp ada 1 buku yang sebagian halamannya kepotong sehinggaa 1 buku tsbut jd tidak bs dipakaii...sy sudah keburu konfirmasi penerimaan tanpa melihat bukunya dl....stlah konfirmasi dgn penjual alias japri jawaban kurang memuaskan...,cepat pwngirimatp sayanng beli 6 buku 1 buku halaman potong sehinggaa 1 buku tsbut dipakaiisy keburu konfirmasi terima lihat buku dlstlah konfirmasi jual alias japri muas
Negative,sellernya aneh.. jawabnya apa.. yg dilakuin apa.. ga singkron . ribet,jual aneh laku sinkron ribet
Negative,Packing tidak sesuai deskripsi ....Kardussss bekassssss,packing sesuai deskripsi kardus bekasss
Negative,barang gampang rusak,barang gampang rusak
Negative,proses pengiriman sangat mengecewakan,proses kirim kecewa
Negative,bahannya luntur????,bahan luntur
Negative,kecewa makanan yg di kirim kurang 1,kecewa makan kirim 1
Negative,Tas nya nggk bagus bahan & sablonan nya.maklum lah murahan.,tas nya bagus bahan sablon nyamaklum murah
Negative,"Buku kondisinya kurang baik, ada sobeknya dan juga audio rusak mesti download sendiri.",buku kondisi sobek audio rusak mesti unduh
Negative,penjual tidak ramah,jual ramah
Negative,"diterima dalam keadaan dus terbuka... biasanya dus nya rapih tebel di packing bagus... sekarang diterima dalam keadaan dus kebuka sobek dan penyok dapet bonus tp lecek kelipet karna packing ga niat di untel2 sama barang nya, kaya ga niat ngasih... jd ga berguna bonus nya padahal bagus",terima dus buka dus nya rapi tebal packing bagus terima dus buka sobek penyok bonus lecek kelipet packing niat untel2 barang nya kayak niat bonus nya bagus
Negative,Barang yg dikirim tidak sesuai motifnya dg yg dipesan kmd diminta untuk mengirim balik brg tsb untuk ditukar tapi tdk sy lakukan krn terlalu banyak effortnya kekurir dan bayar ongkir lagi yg semuanya bukan krn salah customer tapi seller yg ceroboh mengirim.barang tp customer yg kena ongkir retur dan effort tuk ke kurir ditengah pandemi,barang kirim sesuai motif pes kmd kirim barang tukar laku effortnya kurir bayar ongkos kirim salah customer seller ceroboh mengirimbarang customer kena ongkos kirim retur effort kurir pandemi
Negative,Ada kekecewaan ketika lihat brg datang.....Aq pikir barang beda dgn Fishing pen yg ada dipasaran tp ternyata sma saja mlah ini meragukan ketahanannya.......lihat fto komentar smua typenya sma tp yg dikirim ke Aq mlah beda.,kecewa lihat barang datangaq pikir barang beda fishing pasar nyata ragu ketahanannyalihat foto komentar typenya kirim beda
Negative,BARANG TIDAK DATANG DANA GK KEMBALI,barang dana
Negative,"beli 2, 1 tidak bisa. Wong rusak bilangnya sudah dicek tapi kok ga bisa ya",beli 2 1 orang rusak bilang cek
Negative,Kardusnya penyot packingnya kurang aman terus katanya dpat gratis 10pc masker padahl Gak ada!,kardus penyot packingnya aman gratis 10pc masker
Negative,Mic dari awal ga nyala,mic nyala
Negative,gak dapet enaknya maaff,enak maaff
Negative,pesan 3 dateng 1,pesan 3 1
Negative,"Barang sampai, kabel yg dikasih rusak. Jadi harus pakai kabel lain biar lampu nyala. Mungkin next QC nya bs di tingkatkan",barang kabel kasih rusak pakai kabel biar lampu nyala next qc nya tingkat
Negative,"Saya sangat kecewa dengan attitude dan respon penjual. Di awal confirm standbook warna putih tetapi saat kedatangan warna hitam. Saat di tanyakan slow response, sangat berbeda sekali saat sebelum pembelian yaitu bisa fast response. Dan tidak ada bahasa maaf sama sekali. Hati hati beli di toko ini, sakit hati dengan attitude dan tidak beretika. SAMA SEKALI GA REKOMENDASI !",kecewa attitude respon jual confirm standbook warna putih warna hitam slow response beda beli fast response bahasa maaf hati hati beli toko sakit hati attitude etika rekomendasi
Negative,Obengnya ngga bisa kepakai kualitas rendah,obeng pakai kualitas rendah
Negative,"Tampilan si ok banget tapi bahan tipis banget, masa baru dipake (pemakaian normal) dua minggu jahitannya udah sobek sendiri..",tampil sih oke banget bahan tipis banget pakai pakai normal minggu jahit sobek
