Sentiment,Customer Review,corpus
Negative,barang ga pernah sampe.. katanya dikirim nyusul tapi ditanya no resi ga dikasih2..,barang ga pernah sampe.. katanya dikirim nyusul tapi ditanya no resi ga dikasih2..
Negative,"Saya kecewa, di tunggu tidak ada respon yg baik dari penjual nya,","saya kecewa, di tunggu tidak ada respon yg baik dari penjual nya,"
Negative,sangat mengecewakan... mengira dapat bonus ternyata zonk gara2 penawaran paksa ektra shipping.... hati2 guys sama jebakan free ongkir ini yg ternyata menghilangkan menghapu bonus...,sangat mengecewakan... mengira dapat bonus ternyata zonk gara2 penawaran paksa ektra shipping.... hati2 guys sama jebakan free ongkir ini yg ternyata menghilangkan menghapu bonus...
Negative,kecewa ...minta ganti alamat mlh gk bisa,kecewa ...minta ganti alamat mlh gk bisa
Negative,Kali ini dimsum nya hancur,kali ini dimsum nya hancur
Negative,"KALI INI BELANJA DISINI SANGAT MENGECEWAKAN!!! FREE ONGKIR, BIASANYA DIKIRIM DNG SI CEPAT REGULER. Tapi KALI INI DIKIRIMNYA DENGAN SI CEPAT HALU !!!KARDUS PENYOK,TERBUKA, BERANTAKAN !!!! SANGAT BURUK DAN JENIS DELIVERY TIDAK SESUAI DENGAN YG ADA DIAPLIKASI !!!","kali ini belanja disini sangat mengecewakan!!! free ongkir, biasanya dikirim dng si cepat reguler. tapi kali ini dikirimnya dengan si cepat halu !!!kardus penyok,terbuka, berantakan !!!! sangat buruk dan jenis delivery tidak sesuai dengan yg ada diaplikasi !!!"
Negative,pengiriman lamaaaaaaaaaaa banget hampir seminggu,pengiriman lamaaaaaaaaaaa banget hampir seminggu
Negative,GA DIKASIH ADAPTOR GEPENG NYA. KETIPU SAYA,ga dikasih adaptor gepeng nya. ketipu saya
Negative,ga sesuai ama yg di fhoto pas nyampe lilunnya kecil. buanged ukurannya,ga sesuai ama yg di fhoto pas nyampe lilunnya kecil. buanged ukurannya
Negative,Bahan nya panas dan kegedean banget gak sesuai dengan berat Negativean yg d estimasikan,bahan nya panas dan kegedean banget gak sesuai dengan berat negativean yg d estimasikan
Negative,keras gak ada rasa,keras gak ada rasa
Negative,Ampas,ampas
Negative,"lain kali sebelum kirim barang di cek dulu.. berfungsi atau tidak.. pertama dinamo ny tidak ada yaa walaupun seller kirim dinamo nya tapii tetep tidak berfungsi motor nya.. lampu, musik, tombol, dan mesin ny gk nyala.. udh di ces berhari ttep ajh gk mau nyala..","lain kali sebelum kirim barang di cek dulu.. berfungsi atau tidak.. pertama dinamo ny tidak ada yaa walaupun seller kirim dinamo nya tapii tetep tidak berfungsi motor nya.. lampu, musik, tombol, dan mesin ny gk nyala.. udh di ces berhari ttep ajh gk mau nyala.."
Negative,JELEK BARU DICOBA 2KALI UDAH RUSAK. . GIGINYA GA BISA DI PENCET LAGI,jelek baru dicoba 2kali udah rusak. . giginya ga bisa di pencet lagi
Negative,"Yg sebelah kanan ga bisa pas di telinga, udh dicoba 4 org,,hasilx sama ga bisa pas jadi dengarx ga maksimal","yg sebelah kanan ga bisa pas di telinga, udh dicoba 4 org,,hasilx sama ga bisa pas jadi dengarx ga maksimal"
Negative,nggak bisa jalan kereta nya.. anakqu jadi kecewa,nggak bisa jalan kereta nya.. anakqu jadi kecewa
Negative,Baru pakai sekali langsung koyak... bahan tipis... pengiriman lama.. chat ga pernah di bls.. ga recommended...,baru pakai sekali langsung koyak... bahan tipis... pengiriman lama.. chat ga pernah di bls.. ga recommended...
Negative,"Ga tau dmn kendalanya, tp barangnya sampe ke rumah lama bgt. Molor 2hr dr estimasi sampai.","ga tau dmn kendalanya, tp barangnya sampe ke rumah lama bgt. molor 2hr dr estimasi sampai."
Negative,Saat diterima kotak sudah kebuka. Ada 1 botol yang gak ada tutupnya,saat diterima kotak sudah kebuka. ada 1 botol yang gak ada tutupnya
Negative,"Pelayanan sangat2 buruk sekali, sangat tdk menghargai customer jd males belanja lg disini","pelayanan sangat2 buruk sekali, sangat tdk menghargai customer jd males belanja lg disini"
Negative,"order dari tgl 26 Nov, baru sampai tgl 05 Dec ?? padahal order dari official store.. itupun setelah kemarin saya follow up sendiri ke ekspedisinya karena status Di toped Masih menunggu pick up paket sampai pun tidak dipacking dengan aman, hanya selembar plastik & basah kena hujan.. kapok ga berani lagi belanja disini??melulu ??, dichat ke penjual, yang balas sistem dan hanya info masih menunggu pick up.","order dari tgl 26 nov, baru sampai tgl 05 dec ?? padahal order dari official store.. itupun setelah kemarin saya follow up sendiri ke ekspedisinya karena status di toped masih menunggu pick up paket sampai pun tidak dipacking dengan aman, hanya selembar plastik & basah kena hujan.. kapok ga berani lagi belanja disini??melulu ??, dichat ke penjual, yang balas sistem dan hanya info masih menunggu pick up."
Negative,Sablonan kurang bagus. Pas di cuci ancur sablonannya,sablonan kurang bagus. pas di cuci ancur sablonannya
Negative,kardus bekas pk bayar..,kardus bekas pk bayar..
Negative,Pesen ini tp stok habis kecewa,pesen ini tp stok habis kecewa
Negative,ternyata tipis bahannya,ternyata tipis bahannya
Negative,warnanya ga sesuai photo di deskripsi warna sepatu di deskripsi aga' crem yang dateng abu2x gelap,warnanya ga sesuai photo di deskripsi warna sepatu di deskripsi aga' crem yang dateng abu2x gelap
Negative,hancur patah patah semua,hancur patah patah semua
Negative,"Seperti biasa, pengiriman Dan pelayanan LAMA! Pdhl officiall store!????","seperti biasa, pengiriman dan pelayanan lama! pdhl officiall store!????"
Negative,"Rasanya ngadi2 sumpah, kayak pake saos sambel ?? kyk gapake gochujang & gochugaru. Yang biasa makan kimchi asli korea pasti gaakan suka. Pengiriman super lelet pesen hr rabu br dtg hari minggu gils.","rasanya ngadi2 sumpah, kayak pake saos sambel ?? kyk gapake gochujang & gochugaru. yang biasa makan kimchi asli korea pasti gaakan suka. pengiriman super lelet pesen hr rabu br dtg hari minggu gils."
Negative,packing berantakan ada yg bocir tumpah semua,packing berantakan ada yg bocir tumpah semua
Negative,"Baru kali ini beli di toped pelayanan mengecewakan sekali, jasa pengiriman diganti tanpa pemberitahuan, dan akhirnya pengiriman telat. Payah.","baru kali ini beli di toped pelayanan mengecewakan sekali, jasa pengiriman diganti tanpa pemberitahuan, dan akhirnya pengiriman telat. payah."
Negative,"payah yang dikirim kecil2, diterima byk mati sengaja pilih official dan harga mahal tau gitu pilih yang 2500 aj di toko lain, sama aja hasilnya","payah yang dikirim kecil2, diterima byk mati sengaja pilih official dan harga mahal tau gitu pilih yang 2500 aj di toko lain, sama aja hasilnya"
Negative,kecewa kaca lampu yang kecil nya ga ad satu.......,kecewa kaca lampu yang kecil nya ga ad satu.......
Negative,"barang datang, bungkus plastik segel kantong kopi nya udh terbuka semua, tidak ada aroma kopi sama sekali, kecewa!!","barang datang, bungkus plastik segel kantong kopi nya udh terbuka semua, tidak ada aroma kopi sama sekali, kecewa!!"
Negative,barang rusak di kirim,barang rusak di kirim
Negative,sambungannya tidak rapih..,sambungannya tidak rapih..
Negative,barang bagus ..tapi sangat mengecewakan sekali pesan 2 rok hanya di kirim 1 yg 1 lg entah kemana .gk ada responnya lg .yg jelas tidak ada etika baik buat buat ngirim rok sy yg 1 lg ..main curang sy merasa di tipu .dan sy sangat sangat kecewa. saran sy barang bagus tolong imbangin dengan kejujuran biar berkah..salam jujur jngan main curang,barang bagus ..tapi sangat mengecewakan sekali pesan 2 rok hanya di kirim 1 yg 1 lg entah kemana .gk ada responnya lg .yg jelas tidak ada etika baik buat buat ngirim rok sy yg 1 lg ..main curang sy merasa di tipu .dan sy sangat sangat kecewa. saran sy barang bagus tolong imbangin dengan kejujuran biar berkah..salam jujur jngan main curang
Negative,saya sangat kecewa belanja di toko ini. respon penjual cuek. tanggapan lama. begitu datang barang tumpah basah. satu minggu baru datang. tidak tau di kirim nya lama atau di pengiriman nya lama.,saya sangat kecewa belanja di toko ini. respon penjual cuek. tanggapan lama. begitu datang barang tumpah basah. satu minggu baru datang. tidak tau di kirim nya lama atau di pengiriman nya lama.
Negative,"ini mah bukan pvc,bahanny tipis banget pu jg tipis tapi ga setipis ini, bikin rugi w aja dicutting melenceng mulu ,mending mesin w xiomi ini graphtec yg puluhan juta bener  kage beres nih toko sampah","ini mah bukan pvc,bahanny tipis banget pu jg tipis tapi ga setipis ini, bikin rugi w aja dicutting melenceng mulu ,mending mesin w xiomi ini graphtec yg puluhan juta bener  kage beres nih toko sampah"
Negative,Kotak tidak dapat dirakit. Bahan terlalu tipis. Dan ada bagian yang patah ketika diterima krn packing tdk baik. Saya tdk komplain krn unt un boxing barang murah hanya wasting time. Bulan ini saya belanja 20 item. Tiap barang un boxing waduh repot.,kotak tidak dapat dirakit. bahan terlalu tipis. dan ada bagian yang patah ketika diterima krn packing tdk baik. saya tdk komplain krn unt un boxing barang murah hanya wasting time. bulan ini saya belanja 20 item. tiap barang un boxing waduh repot.
Negative,"memang lebih murah dari yang lain, tapi rata2 udah ngga fresh lagi :(","memang lebih murah dari yang lain, tapi rata2 udah ngga fresh lagi :("
Negative,"Pesan hijau, yg dtg hitam??!!! ??","pesan hijau, yg dtg hitam??!!! ??"
Negative,ternyata tdk seampuh iklannya... noda panci msh tetap ada,ternyata tdk seampuh iklannya... noda panci msh tetap ada
Negative,mengecewakan,mengecewakan
Negative,respon cepat packing rapih  kecewa 2 lubang teflonnya ngelupas,respon cepat packing rapih  kecewa 2 lubang teflonnya ngelupas
Negative,"Cover buku gak bagus, lem nya kualitas buruk sehingga cover dengan bukunya lepas, kualitas tulisan seperti fotokopi. Tidak rekomended untuk beli di sini...","cover buku gak bagus, lem nya kualitas buruk sehingga cover dengan bukunya lepas, kualitas tulisan seperti fotokopi. tidak rekomended untuk beli di sini..."
Negative,"Kayaknya dapat yg baterai yg jelek atau drop .. males kirim balik, tp masih bisa digunakan, cuma setiap kali jalan harus setting tanggal dan jam mulu .. tombol charge juga warna merah gak pernah nyala","kayaknya dapat yg baterai yg jelek atau drop .. males kirim balik, tp masih bisa digunakan, cuma setiap kali jalan harus setting tanggal dan jam mulu .. tombol charge juga warna merah gak pernah nyala"
Negative,"mengecewakan, barang tdk sesuai dgn yg ditawarkan, ada cacat (berlubang) dan buatan kasar.","mengecewakan, barang tdk sesuai dgn yg ditawarkan, ada cacat (berlubang) dan buatan kasar."
Negative,"Sangat mengecewakan, hipseat dan baby carrier tidak bisa disambung karena tidak ada safety lock antara hipseat dan baby carrier dan hood pelindung kepala bayi tidak tersedia. Semoga kedepannya deskrepsikan produk apa adanya, sehingga konsumen mengerti dan paham produck yg anda jual","sangat mengecewakan, hipseat dan baby carrier tidak bisa disambung karena tidak ada safety lock antara hipseat dan baby carrier dan hood pelindung kepala bayi tidak tersedia. semoga kedepannya deskrepsikan produk apa adanya, sehingga konsumen mengerti dan paham produck yg anda jual"
Negative,"Barang tidak sesuai, dikasih masker yang lebih murah hrganya.","barang tidak sesuai, dikasih masker yang lebih murah hrganya."
Negative,Barang diterima dengan baik. Tapi sayang baterenya uda soak,barang diterima dengan baik. tapi sayang baterenya uda soak
Negative,Kecewa robot nya lemot kyaxnya ini yg kw ny  ga lagi dah blanja disini,kecewa robot nya lemot kyaxnya ini yg kw ny  ga lagi dah blanja disini
Negative,"Karung baru bkn bekas,tipis... ga sesuai gambar.... kapok belanja lg","karung baru bkn bekas,tipis... ga sesuai gambar.... kapok belanja lg"
Negative,"mengecewakan tidak sesuai diskripsi panjangnya ternyata 30cm, di diskripsi 38-40cm, pesan 3 ps semuanya panjangnya 30 cm, ajuin komplain malah rugi di ongkir. Sial deh ??","mengecewakan tidak sesuai diskripsi panjangnya ternyata 30cm, di diskripsi 38-40cm, pesan 3 ps semuanya panjangnya 30 cm, ajuin komplain malah rugi di ongkir. sial deh ??"
Negative,cepat pwngirima..tp sayanng beli 6 buku tp ada 1 buku yang sebagian halamannya kepotong sehinggaa 1 buku tsbut jd tidak bs dipakaii...sy sudah keburu konfirmasi penerimaan tanpa melihat bukunya dl....stlah konfirmasi dgn penjual alias japri jawaban kurang memuaskan...,cepat pwngirima..tp sayanng beli 6 buku tp ada 1 buku yang sebagian halamannya kepotong sehinggaa 1 buku tsbut jd tidak bs dipakaii...sy sudah keburu konfirmasi penerimaan tanpa melihat bukunya dl....stlah konfirmasi dgn penjual alias japri jawaban kurang memuaskan...
Negative,sellernya aneh.. jawabnya apa.. yg dilakuin apa.. ga singkron . ribet,sellernya aneh.. jawabnya apa.. yg dilakuin apa.. ga singkron . ribet
Negative,Packing tidak sesuai deskripsi ....Kardussss bekassssss,packing tidak sesuai deskripsi ....kardussss bekassssss
Negative,barang gampang rusak,barang gampang rusak
Negative,proses pengiriman sangat mengecewakan,proses pengiriman sangat mengecewakan
Negative,bahannya luntur????,bahannya luntur????
Negative,kecewa makanan yg di kirim kurang 1,kecewa makanan yg di kirim kurang 1
Negative,Tas nya nggk bagus bahan & sablonan nya.maklum lah murahan.,tas nya nggk bagus bahan & sablonan nya.maklum lah murahan.
Negative,"Buku kondisinya kurang baik, ada sobeknya dan juga audio rusak mesti download sendiri.","buku kondisinya kurang baik, ada sobeknya dan juga audio rusak mesti download sendiri."
Negative,penjual tidak ramah,penjual tidak ramah
Negative,"diterima dalam keadaan dus terbuka... biasanya dus nya rapih tebel di packing bagus... sekarang diterima dalam keadaan dus kebuka sobek dan penyok dapet bonus tp lecek kelipet karna packing ga niat di untel2 sama barang nya, kaya ga niat ngasih... jd ga berguna bonus nya padahal bagus","diterima dalam keadaan dus terbuka... biasanya dus nya rapih tebel di packing bagus... sekarang diterima dalam keadaan dus kebuka sobek dan penyok dapet bonus tp lecek kelipet karna packing ga niat di untel2 sama barang nya, kaya ga niat ngasih... jd ga berguna bonus nya padahal bagus"
Negative,Barang yg dikirim tidak sesuai motifnya dg yg dipesan kmd diminta untuk mengirim balik brg tsb untuk ditukar tapi tdk sy lakukan krn terlalu banyak effortnya kekurir dan bayar ongkir lagi yg semuanya bukan krn salah customer tapi seller yg ceroboh mengirim.barang tp customer yg kena ongkir retur dan effort tuk ke kurir ditengah pandemi,barang yg dikirim tidak sesuai motifnya dg yg dipesan kmd diminta untuk mengirim balik brg tsb untuk ditukar tapi tdk sy lakukan krn terlalu banyak effortnya kekurir dan bayar ongkir lagi yg semuanya bukan krn salah customer tapi seller yg ceroboh mengirim.barang tp customer yg kena ongkir retur dan effort tuk ke kurir ditengah pandemi
Negative,Ada kekecewaan ketika lihat brg datang.....Aq pikir barang beda dgn Fishing pen yg ada dipasaran tp ternyata sma saja mlah ini meragukan ketahanannya.......lihat fto komentar smua typenya sma tp yg dikirim ke Aq mlah beda.,ada kekecewaan ketika lihat brg datang.....aq pikir barang beda dgn fishing pen yg ada dipasaran tp ternyata sma saja mlah ini meragukan ketahanannya.......lihat fto komentar smua typenya sma tp yg dikirim ke aq mlah beda.
Negative,BARANG TIDAK DATANG DANA GK KEMBALI,barang tidak datang dana gk kembali
Negative,"beli 2, 1 tidak bisa. Wong rusak bilangnya sudah dicek tapi kok ga bisa ya","beli 2, 1 tidak bisa. wong rusak bilangnya sudah dicek tapi kok ga bisa ya"
Negative,Kardusnya penyot packingnya kurang aman terus katanya dpat gratis 10pc masker padahl Gak ada!,kardusnya penyot packingnya kurang aman terus katanya dpat gratis 10pc masker padahl gak ada!
Negative,Mic dari awal ga nyala,mic dari awal ga nyala
Negative,gak dapet enaknya maaff,gak dapet enaknya maaff
Negative,pesan 3 dateng 1,pesan 3 dateng 1
Negative,"Barang sampai, kabel yg dikasih rusak. Jadi harus pakai kabel lain biar lampu nyala. Mungkin next QC nya bs di tingkatkan","barang sampai, kabel yg dikasih rusak. jadi harus pakai kabel lain biar lampu nyala. mungkin next qc nya bs di tingkatkan"
Negative,"Saya sangat kecewa dengan attitude dan respon penjual. Di awal confirm standbook warna putih tetapi saat kedatangan warna hitam. Saat di tanyakan slow response, sangat berbeda sekali saat sebelum pembelian yaitu bisa fast response. Dan tidak ada bahasa maaf sama sekali. Hati hati beli di toko ini, sakit hati dengan attitude dan tidak beretika. SAMA SEKALI GA REKOMENDASI !","saya sangat kecewa dengan attitude dan respon penjual. di awal confirm standbook warna putih tetapi saat kedatangan warna hitam. saat di tanyakan slow response, sangat berbeda sekali saat sebelum pembelian yaitu bisa fast response. dan tidak ada bahasa maaf sama sekali. hati hati beli di toko ini, sakit hati dengan attitude dan tidak beretika. sama sekali ga rekomendasi !"
